timestamp,dut,test_case_id,status,error_message
,reports its local transport address to the peer and monitors the far-end transport address reachability through heartbeats and selects the path for sending SCTP DATA Chunk.	admin	2024-11-27 10:50:05	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_pmg_001.tcl,,,
,reports its local transport address to the peer and monitors the far-end transport address reachability through heartbeats and selects the path for sending SCTP DATA Chunk.	admin	2024-11-27 18:47:05	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_pmg_001.tcl,,,
,reports its local transport address to the peer and monitors the far-end transport address reachability through heartbeats and selects the path for sending SCTP DATA Chunk.	admin	2024-11-27 19:22:53	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_pmg_001.tcl,,,
,reports its local transport address to the peer and monitors the far-end transport address reachability through heartbeats and selects the path for sending SCTP DATA Chunk.	admin	2024-11-27 19:29:46	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_pmg_001.tcl,,,
,reports its local transport address to the peer and monitors the far-end transport address reachability through heartbeats and selects the path for sending SCTP DATA Chunk.	admin	2024-11-28 10:07:29	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_pmg_001.tcl,,,
,reports its local transport address to the peer and monitors the far-end transport address reachability through heartbeats and selects the path for sending SCTP DATA Chunk.	admin	2024-11-28 11:25:28	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_pmg_001.tcl,,,
,reports its local transport address to the peer and monitors the far-end transport address reachability through heartbeats and selects the path for sending SCTP DATA Chunk.	admin	2024-12-02 13:14:12	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_pmg_001.tcl,,,
,reports its local transport address to the peer and monitors the far-end transport address reachability through heartbeats and selects the path for sending SCTP DATA Chunk.	admin	2024-12-02 13:17:23	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_pmg_001.tcl,,,
,1429,sctp_kamailio_2,,*
,1429,sctp_kamailio_3,,3
,when it detects unrecognized parameters in the received INIT chunk.	admin	2024-11-27 17:48:12	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_upg_001.tcl,,,
,when it detects unrecognized parameters in the received INIT chunk.	admin	2024-11-27 18:23:44	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_upg_001.tcl,,,
,when the receivers advertised window indicates that the peer has no buffer space.	admin	2024-11-20 12:10:20	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the peer has buffer to receive.	admin	2024-11-20 12:19:16	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the peer has buffer to receive.	admin	2024-11-21 14:30:34	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the peer has buffer to receive.	admin	2024-11-21 14:31:14	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,1431,sctp_kamailio_2,,*
,when the peer has buffer to receive.	admin	2024-11-21 14:57:53	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the receivers advertised window indicates that the peer has no buffer space.	admin	2024-11-21 14:58:36	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the receivers advertised window indicates that the peer has no buffer space.	admin	2024-11-21 15:02:40	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the receivers advertised window indicates that the peer has no buffer space.	admin	2024-11-21 15:58:13	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the receivers advertised window indicates that the peer has no buffer space.	admin	2024-11-21 16:02:22	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the peer has buffer to receive.	admin	2024-11-21 16:12:01	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the peer has buffer to receive.	admin	2024-11-21 17:08:37	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the peer has buffer to receive.	admin	2024-11-21 17:09:24	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the receivers advertised window indicates that the peer has no buffer space.	admin	2024-11-21 17:10:06	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the receivers advertised window indicates that the peer has no buffer space.	admin	2024-11-21 18:13:19	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,1431,sctp_kamailio_3,,3
,when the receivers advertised window indicates that the peer has no buffer space.	admin	2024-11-27 10:31:46	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the receivers advertised window indicates that the peer has no buffer space.	admin	2024-11-27 10:43:11	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the receivers advertised window indicates that the peer has no buffer space.	admin	2024-11-27 10:45:21	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the receivers advertised window indicates that the peer has no buffer space.	admin	2024-11-27 10:53:28	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the peer has buffer to receive.	admin	2024-11-27 10:54:48	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the receivers advertised window indicates that the peer has no buffer space.	admin	2024-11-27 10:55:53	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the receivers advertised window indicates that the peer has no buffer space.	admin	2024-11-27 11:01:59	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the receivers advertised window indicates that the peer has no buffer space.	admin	2024-11-27 19:10:41	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the receivers advertised window indicates that the peer has no buffer space.	admin	2024-11-27 19:16:56	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the receivers advertised window indicates that the peer has no buffer space.	admin	2024-11-27 19:32:15	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the receivers advertised window indicates that the peer has no buffer space.	admin	2024-11-28 10:16:48	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the receivers advertised window indicates that the peer has no buffer space.	admin	2024-12-02 13:15:54	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,when the receivers advertised window indicates that the peer has no buffer space.	admin	2024-12-02 13:18:54	SCTP-TEC	protocol/Sctp/Testscript/tc_conf_sctp_tdg_001.tcl,,,
,1132,x_lite,,*
,1134,rtp_pbx,,*
,1134,sip_pbx,,*
,To and From in the SIP dialog.	admin	2024-09-25 12:59:01	SIP	protocol/Sip/Testscript/tc_conf_sip_dtg_003.tcl,,,
,1134,sip_test_manual,,*
,1139,x_lite,,*
,Request-URI,Via,,To
,Supported,Accept,,Subject
1823-01-01,1150,dtmf_test,,*
1824-01-01,1153,dtmf_test,,*
1825-01-01,1156,dtmf_test,,*
,1157,tcp_check_mgw,,*
,1161,x_lite,,*
,16,tcp_cisco,,*
2248-01-01,20,tcp_check,,*
2249-01-01,20,tcp_check,,*
2250-01-01,20,tcp_check,,*
2251-01-01,20,tcp_check,,*
2262-01-01,20,tcp_check,,*
,20,tcp_check,,*
1887-01-01,21,dtmf_test_mgw,,*
1888-01-01,21,dtmf_test_mgw,,*
1889-01-01,21,dtmf_test_mgw,,*
1890-01-01,21,dtmf_test_mgw,,*
1891-01-01,21,dtmf_test_mgw,,*
2252-01-01,21,tcp_check_mgw,,*
2253-01-01,21,tcp_check_mgw,,*
2254-01-01,21,tcp_check_mgw,,*
2255-01-01,21,tcp_check_mgw,,*
2256-01-01,21,tcp_check_mgw,,*
2257-01-01,21,tcp_check_mgw,,*
2258-01-01,21,tcp_check_mgw,,*
2259-01-01,21,tcp_check_mgw,,*
2260-01-01,21,tcp_check_mgw,,*
2261-01-01,21,tcp_check_mgw,,*
,21,tcp_check_mgw,,*
2233-01-01,1163,udp_check_pbx,,*
2234-01-01,1163,udp_check_pbx,,*
2235-01-01,1163,udp_check_pbx,,*
2236-01-01,1163,udp_check_pbx,,*
2237-01-01,1163,udp_check_pbx,,*
2238-01-01,1163,udp_check_pbx,,*
2239-01-01,1163,udp_check_pbx,,*
2240-01-01,1163,udp_check_pbx,,*
2241-01-01,1163,udp_check_pbx,,*
2242-01-01,1163,udp_check_pbx,,*
2243-01-01,1163,udp_check_pbx,,*
,1163,udp_check_pbx,,*
,1163,test_manual,,*
1879-01-01,1164,dtmf_test_mgw,,*
1880-01-01,1164,dtmf_test_mgw,,*
1881-01-01,1164,dtmf_test_mgw,,*
1882-01-01,1164,dtmf_test_mgw,,*
1883-01-01,1164,dtmf_test_mgw,,*
1884-01-01,1164,dtmf_test_mgw,,*
1885-01-01,1164,dtmf_test_mgw,,*
1886-01-01,1164,dtmf_test_mgw,,*
1926-01-01,1164,dtmf_test_mgw,,*
1927-01-01,1164,dtmf_test_mgw,,*
1928-01-01,1164,dtmf_test_mgw,,*
1971-01-01,1164,dtmf_test_mgw,,*
1978-01-01,1164,dtmf_test_mgw,,*
1983-01-01,1164,dtmf_test_mgw,,*
1985-01-01,1164,dtmf_test_mgw,,*
2048-01-01,1164,dtmf_test_mgw,,*
2050-01-01,1164,dtmf_test_mgw,,*
2053-01-01,1164,dtmf_test_mgw,,*
2067-01-01,1164,copy_of_dtmf_test_mgw,,*
2069-01-01,1164,copy_of_dtmf_test_mgw,,*
2077-01-01,1164,copy_of_dtmf_test_mgw,,*
2080-01-01,1164,copy_of_dtmf_test_mgw,,*
2084-01-01,1164,copy_of_dtmf_test_mgw,,*
2088-01-01,1164,copy_of_dtmf_test_mgw,,*
2089-01-01,1164,copy_of_dtmf_test_mgw,,*
2119-01-01,1164,copy_of_dtmf_test_mgw,,*
2149-01-01,1164,udp_check,,*
2150-01-01,1164,udp_check,,*
2151-01-01,1164,udp_check,,*
2152-01-01,1164,udp_check,,*
2154-01-01,1164,udp_check,,*
2157-01-01,1164,udp_check,,*
2160-01-01,1164,udp_check,,*
2163-01-01,1164,Kamailio_RTP,,5.3.9
2166-01-01,1164,udp_check,,*
2174-01-01,1164,udp_check,,*
2176-01-01,1164,udp_check,,*
2185-01-01,1164,udp_check,,*
2192-01-01,1164,udp_check,,*
2193-01-01,1164,udp_check,,*
2194-01-01,1164,udp_check,,*
2195-01-01,1164,udp_check,,*
2196-01-01,1164,udp_check,,*
2198-01-01,1164,udp_check,,*
2199-01-01,1164,udp_check,,*
2200-01-01,1164,udp_check,,*
2244-01-01,1164,udp_check,,*
2245-01-01,1164,udp_check,,*
2246-01-01,1164,udp_check,,*
2247-01-01,1164,udp_check,,*
,1165,test_delete,,*
,1375,v6bpg4_test,,*
,when incorrect MP_REACH_NLRI is received from the peer.	admin	2024-10-16 15:39:41	v6Bgp4	protocol/v6Bgp4/Testscript/tc_conf_v6bgp4_mbgp_001.tcl,,,
,when incorrect MP_REACH_NLRI is received from the peer.	admin	2024-10-16 15:43:06	v6Bgp4	protocol/v6Bgp4/Testscript/tc_conf_v6bgp4_mbgp_001.tcl,,,
,when incorrect MP_REACH_NLRI is received from the peer.	admin	2024-10-16 15:46:44	v6Bgp4	protocol/v6Bgp4/Testscript/tc_conf_v6bgp4_mbgp_002.tcl,,,
,when incorrect MP_UNREACH_NLRI is received from the peer.	admin	2024-10-16 15:50:08	v6Bgp4	protocol/v6Bgp4/Testscript/tc_conf_v6bgp4_mbgp_003.tcl,,,
,when incorrect MP_UNREACH_NLRI is received from the peer.	admin	2024-10-16 15:54:05	v6Bgp4	protocol/v6Bgp4/Testscript/tc_conf_v6bgp4_mbgp_004.tcl,,,
,when incorrect MP_REACH_NLRI is received from the peer.	admin	2024-10-16 15:57:37	v6Bgp4	protocol/v6Bgp4/Testscript/tc_conf_v6bgp4_mbgp_005.tcl,,,
,when incorrect MP_REACH_NLRI is received from the peer.	admin	2024-10-16 16:01:05	v6Bgp4	protocol/v6Bgp4/Testscript/tc_conf_v6bgp4_mbgp_006.tcl,,,
,when incorrect MP_UNREACH_NLRI is received from the peer.	admin	2024-10-16 16:04:32	v6Bgp4	protocol/v6Bgp4/Testscript/tc_conf_v6bgp4_mbgp_007.tcl,,,
,when incorrect MP_UNREACH_NLRI is received from the peer.	admin	2024-10-16 16:08:08	v6Bgp4	protocol/v6Bgp4/Testscript/tc_conf_v6bgp4_mbgp_008.tcl,,,
